municipio,ano,target,cdd_6,cdd_9,prcptot_2,prcptot_3,precomediocafe,tnn_5,tnn_6,tnn_7,tnn_8,txx_11,txx_12,wd30_12,wd30_3,wd30_9,tmin2_8,wd30_11,txx_10,txx_9,txx_3,cdd_7,frost_8,wd30_2,prcptot_10,cdd_5,wd30_10,tmin2_6,prcptot_12,cdd_8,tmin2_7
Brazopolis,2015,1.081730769230769,19.0,6.0,114.88,25.62,168.48333333333332,6.19,6.35,5.54,3.75,30.63,31.79,7.0,0.0,2.0,0.0,3.0,34.23,30.63,29.06,7.0,0.0,1.0,50.31,9.0,11.0,0.0,96.31,12.0,0.0
Bueno_Brandao,2015,1.26,19.0,6.0,114.88,25.62,168.48333333333332,8.69,6.34,4.92,6.8,29.99,31.45,3.0,0.0,1.0,0.0,0.0,34.42,30.37,28.74,7.0,0.0,0.0,50.31,9.0,10.0,0.0,96.31,12.0,0.0
Cachoeira_de_Minas,2015,1.019852941176471,13.0,6.0,119.0,18.69,168.48333333333332,7.03,6.86,5.75,4.8,30.59,32.27,8.0,0.0,6.0,0.0,6.0,35.28,31.23,29.13,7.0,0.0,2.0,64.69,9.0,12.0,0.0,113.62,12.0,0.0
Caldas,2015,1.5008,18.0,6.0,148.5,87.44,168.48333333333332,6.19,1.55,0.25,3.75,30.01,30.64,2.0,0.0,4.0,0.0,1.0,34.95,30.69,28.35,7.0,0.0,2.0,44.31,8.0,11.0,1.0,84.56,12.0,2.0
Cambuquira,2015,1.08,18.0,7.0,157.62,119.94,168.48333333333332,9.96,6.95,5.99,4.07,32.14,32.77,10.0,2.0,11.0,0.0,9.0,35.71,31.79,30.2,7.0,0.0,8.0,40.31,9.0,14.0,0.0,80.31,12.0,0.0
Campanha,2015,1.021304347826087,18.0,7.0,157.62,119.94,168.48333333333332,9.62,7.03,5.84,4.22,32.02,32.67,9.0,1.0,11.0,0.0,9.0,35.74,31.78,30.13,7.0,0.0,7.0,40.31,9.0,14.0,0.0,80.31,12.0,0.0
Careacu,2015,1.2,18.0,11.0,142.75,48.81,168.48333333333332,8.48,6.35,5.52,4.69,31.68,33.06,11.0,1.0,10.0,0.0,8.0,36.04,31.8,30.05,7.0,0.0,8.0,58.56,8.0,15.0,0.0,102.31,12.0,0.0
Carmo_da_Cachoeira,2015,1.26,21.0,11.0,146.5,115.06,168.48333333333332,10.78,8.92,7.95,5.8,32.63,32.56,12.0,4.0,11.0,0.0,12.0,36.1,32.78,30.91,7.0,0.0,12.0,29.56,13.0,16.0,0.0,74.19,17.0,0.0
Carmo_de_Minas,2015,1.319893190921228,13.0,11.0,139.88,44.06,168.48333333333332,8.07,5.11,4.56,1.83,32.43,33.03,12.0,1.0,9.0,1.0,9.0,35.98,32.22,30.01,7.0,0.0,8.0,68.0,9.0,15.0,0.0,101.31,12.0,0.0
Carrancas,2015,0.7,21.0,11.0,146.5,115.06,168.48333333333332,9.83,7.58,6.67,4.22,30.92,31.77,9.0,0.0,3.0,0.0,4.0,34.87,31.15,29.79,7.0,0.0,6.0,29.56,13.0,10.0,0.0,74.19,17.0,0.0
Carvalhopolis,2015,1.440047961630695,18.0,6.0,156.0,129.44,168.48333333333332,9.64,6.63,5.44,5.34,33.1,33.59,14.0,9.0,13.0,0.0,11.0,36.94,33.38,32.12,7.0,0.0,17.0,44.75,9.0,18.0,0.0,84.25,17.0,0.0
Conceicao_das_Pedras,2015,1.260227272727273,13.0,11.0,139.88,44.06,168.48333333333332,6.09,4.78,3.79,1.58,30.03,31.9,6.0,0.0,1.0,1.0,1.0,34.38,30.29,28.81,7.0,0.0,1.0,68.0,9.0,10.0,0.0,101.31,12.0,0.0
Conceicao_do_Rio_Verde,2015,1.619842164599774,18.0,7.0,157.62,119.94,168.48333333333332,11.32,7.14,6.39,3.82,32.6,33.15,12.0,3.0,12.0,0.0,11.0,36.05,31.92,30.53,7.0,0.0,14.0,40.31,9.0,16.0,0.0,80.31,12.0,0.0
Conceicao_dos_Ouros,2015,1.325,19.0,6.0,114.88,25.62,168.48333333333332,6.86,6.82,5.99,4.53,30.57,32.06,7.0,0.0,4.0,0.0,5.0,35.08,31.07,29.43,7.0,0.0,2.0,50.31,9.0,11.0,0.0,96.31,12.0,0.0
Congonhal,2015,1.5,13.0,11.0,139.88,44.06,168.48333333333332,8.68,6.68,4.84,7.08,30.96,32.16,5.0,0.0,8.0,0.0,4.0,35.5,31.31,29.25,7.0,0.0,4.0,68.0,9.0,13.0,0.0,101.31,12.0,0.0
Cordislandia,2015,1.26,18.0,6.0,156.0,129.44,168.48333333333332,9.67,6.89,5.53,5.09,32.22,32.96,11.0,3.0,12.0,0.0,9.0,36.26,32.14,30.88,7.0,0.0,12.0,44.75,9.0,14.0,0.0,84.25,17.0,0.0
Cristina,2015,1.079768786127168,13.0,6.0,143.31,27.75,168.48333333333332,4.95,3.52,2.87,-0.01,28.85,31.02,2.0,0.0,0.0,1.0,0.0,33.05,29.06,27.81,7.0,1.0,0.0,70.12,9.0,9.0,0.0,117.81,12.0,0.0
Datas,2015,1.4,28.0,13.0,176.25,122.62,168.48333333333332,11.95,10.09,8.94,8.59,28.67,30.55,2.0,0.0,0.0,0.0,0.0,31.76,29.42,28.64,23.0,0.0,0.0,102.5,5.0,5.0,0.0,266.44,31.0,0.0
Dom_Vicoso,2015,1.32,13.0,6.0,143.31,27.75,168.48333333333332,7.14,5.14,4.41,1.42,31.01,32.43,6.0,0.0,3.0,1.0,5.0,34.72,30.71,29.27,7.0,0.0,3.0,70.12,9.0,11.0,0.0,117.81,12.0,0.0
