municipio,ano,target,cdd_5,cdd_9,prcptot_3,precomediocafe,tnn_5,tnn_6,tnn_7,txx_11,txx_9,wd30_10,wd30_11,wd30_9,cdd_6,tnn_8,prcptot_2,prcptot_11,wd30_2,wd30_3,txx_10,altitude_Terras Baixas,altitude_Terras de Média Altitude,altitude_Terras Altas,altitude_Terras Muito Altas
Grao_Mogol,2021,1.155555555555555,22.0,22.0,147.81,114.73333333333332,11.35,10.36,9.47,32.78,37.27,24.0,9.0,24.0,30.0,8.86,122.12,74.81,9.0,20.0,39.31,False,False,True,False
Indaiabira,2012,2.1,12.0,13.0,158.69,255.14083333333332,10.97,9.9,8.34,31.59,33.38,13.0,1.0,5.0,20.0,8.64,102.94,114.19,10.0,26.0,33.62,False,False,True,False
Indaiabira,2013,2.1,29.0,15.0,178.69,172.1825,12.03,11.94,6.91,35.75,34.17,17.0,3.0,12.0,15.0,8.14,252.06,164.44,21.0,22.0,35.59,False,False,True,False
Indaiabira,2014,2.7,15.0,22.0,215.94,137.595,9.12,9.83,9.41,33.25,35.78,11.0,10.0,7.0,27.0,7.55,174.38,187.56,14.0,6.0,34.91,False,False,True,False
Indaiabira,2015,1.8,9.0,12.0,330.31,168.48333333333332,11.62,9.66,8.47,32.2,34.5,15.0,8.0,13.0,26.0,8.22,173.69,219.94,14.0,18.0,35.18,False,False,True,False
Indaiabira,2016,1.859375,16.0,25.0,254.69,129.3216666666667,9.68,9.78,10.03,37.01,35.42,26.0,27.0,28.0,30.0,8.85,119.56,157.19,25.0,25.0,36.36,False,False,True,False
Indaiabira,2017,2.941176470588236,14.0,13.0,192.44,155.69750000000002,10.08,7.49,7.6,32.2,33.7,17.0,10.0,13.0,25.0,8.49,250.62,262.25,7.0,23.0,35.87,False,False,True,False
Indaiabira,2018,3.0,16.0,26.0,160.12,139.60083333333333,10.99,8.68,9.41,32.9,31.58,20.0,15.0,2.0,30.0,7.78,241.62,222.81,5.0,8.0,35.25,False,False,True,False
Indaiabira,2019,2.4,16.0,13.0,146.94,109.61,14.26,8.28,7.87,31.44,34.02,20.0,2.0,17.0,30.0,10.15,156.09,212.81,24.0,19.0,35.1,False,False,True,False
Indaiabira,2020,3.0,17.0,24.0,111.25,110.44833333333334,8.08,8.62,6.7,35.93,33.67,24.0,22.0,16.0,30.0,8.55,231.19,180.31,21.0,2.0,34.71,False,False,True,False
Indaiabira,2021,1.984444444444444,20.0,22.0,259.31,114.73333333333332,7.76,8.89,7.29,31.72,34.84,17.0,5.0,10.0,30.0,5.71,192.94,63.44,5.0,14.0,37.62,False,False,True,False
Itabirinha,2012,1.2,10.0,20.0,71.44,255.14083333333332,15.61,11.23,11.56,31.96,34.41,9.0,5.0,10.0,20.0,11.97,205.0,102.0,25.0,26.0,32.96,False,True,False,False
Itabirinha,2013,1.2,23.0,19.0,202.31,172.1825,15.22,13.73,12.53,34.33,34.11,16.0,9.0,7.0,13.0,13.23,150.38,182.25,27.0,23.0,38.63,False,True,False,False
Itabirinha,2014,0.6,20.0,15.0,192.19,137.595,12.57,14.39,12.75,33.17,35.7,10.0,12.0,7.0,14.0,11.71,213.25,105.81,22.0,23.0,33.5,False,True,False,False
Itabirinha,2015,0.9,10.0,9.0,127.19,168.48333333333332,14.94,13.64,12.85,32.46,35.46,15.0,11.0,10.0,28.0,11.02,154.25,181.94,22.0,30.0,35.34,False,True,False,False
Itabirinha,2016,0.9,8.0,14.0,118.19,129.3216666666667,15.29,12.51,14.89,37.17,35.69,23.0,27.0,23.0,29.0,13.19,153.38,86.94,29.0,31.0,36.53,False,True,False,False
Itabirinha,2017,0.5675675675675675,13.0,12.0,136.44,155.69750000000002,14.21,11.74,12.59,33.3,33.17,18.0,9.0,12.0,27.0,12.54,117.06,104.06,16.0,22.0,36.74,False,True,False,False
Itabirinha,2018,0.9029850746268656,18.0,28.0,129.62,139.60083333333333,12.99,14.41,12.32,32.05,30.24,21.0,9.0,1.0,17.0,11.57,217.38,303.25,18.0,20.0,35.78,False,True,False,False
Itabirinha,2019,1.098484848484848,16.0,14.0,165.56,109.61,16.96,13.85,12.67,33.0,34.43,18.0,11.0,13.0,30.0,13.26,194.44,239.06,27.0,27.0,35.2,False,True,False,False
Itabirinha,2020,0.7992424242424242,8.0,24.0,56.12,110.44833333333334,11.21,13.49,10.48,36.79,33.05,22.0,14.0,12.0,26.0,11.25,348.88,85.69,25.0,12.0,35.78,False,True,False,False
Itabirinha,2021,0.9659090909090908,21.0,30.0,69.0,114.73333333333332,13.08,11.36,11.96,33.18,36.18,16.0,11.0,12.0,30.0,9.97,80.38,35.62,17.0,24.0,36.99,False,True,False,False
Itacambira,2012,3.6,12.0,15.0,91.69,255.14083333333332,12.81,9.8,8.4,31.11,35.0,11.0,4.0,13.0,20.0,9.32,136.44,72.81,11.0,18.0,33.18,False,False,False,True
Itacambira,2013,3.6,29.0,15.0,151.44,172.1825,11.82,11.01,9.25,35.56,35.15,20.0,5.0,16.0,15.0,10.07,190.12,219.06,22.0,19.0,36.08,False,False,False,True
Itacambira,2014,3.6,22.0,25.0,149.5,137.595,10.11,11.33,9.65,34.12,36.37,12.0,13.0,11.0,23.0,8.32,250.12,149.81,19.0,5.0,34.62,False,False,False,True
Itacambira,2015,1.8,16.0,8.0,133.94,168.48333333333332,12.12,10.35,10.81,32.82,34.72,14.0,9.0,15.0,27.0,8.89,151.44,289.31,16.0,19.0,36.15,False,False,False,True
Itacambira,2016,6.0,10.0,13.0,114.0,129.3216666666667,11.91,10.73,11.62,38.15,37.08,27.0,25.0,28.0,30.0,10.28,185.44,113.62,27.0,24.0,37.57,False,False,False,True
Itacambira,2017,1.8,16.0,14.0,108.88,155.69750000000002,12.32,8.66,10.66,33.76,34.84,20.0,11.0,18.0,25.0,10.96,182.56,148.88,7.0,18.0,35.16,False,False,False,True
Itacambira,2018,0.6666666666666666,11.0,25.0,128.31,139.60083333333333,11.62,11.02,10.28,32.82,31.76,25.0,10.0,1.0,30.0,10.34,190.19,150.94,3.0,9.0,35.97,False,False,False,True
Itacambira,2019,0.6,20.0,13.0,93.06,109.61,15.41,10.84,10.59,32.07,34.3,22.0,4.0,17.0,16.0,11.92,217.69,257.62,18.0,18.0,35.33,False,False,False,True
Itacambira,2020,0.75,13.0,24.0,84.88,110.44833333333334,9.2,11.45,8.35,37.26,35.31,26.0,20.0,23.0,30.0,10.23,293.19,122.81,14.0,3.0,35.02,False,False,False,True
Itacambira,2021,0.5,20.0,20.0,201.12,114.73333333333332,11.32,10.14,9.52,32.17,36.44,18.0,8.0,17.0,22.0,8.35,109.56,27.94,5.0,11.0,38.44,False,False,False,True
Itaipe,2012,0.84,12.0,13.0,163.31,255.14083333333332,14.67,10.89,9.38,30.85,34.55,12.0,5.0,7.0,20.0,10.06,121.06,64.75,22.0,26.0,33.28,False,False,True,False
Itaipe,2013,1.07987012987013,29.0,15.0,196.62,172.1825,14.13,13.22,9.94,33.57,34.74,15.0,5.0,9.0,13.0,10.3,190.5,144.38,24.0,23.0,37.39,False,False,True,False
Itaipe,2014,0.6,14.0,25.0,171.12,137.595,11.02,12.68,11.44,33.42,35.98,12.0,9.0,7.0,12.0,10.07,189.38,120.12,23.0,17.0,34.1,False,False,True,False
Itaipe,2015,0.84,17.0,10.0,151.56,168.48333333333332,13.61,12.26,11.93,32.17,35.54,13.0,9.0,9.0,28.0,10.4,221.81,273.94,21.0,25.0,36.27,False,False,True,False
Itaipe,2016,0.72,9.0,13.0,169.81,129.3216666666667,13.53,11.91,13.59,37.05,35.84,21.0,26.0,24.0,29.0,11.15,180.06,131.94,29.0,28.0,36.1,False,False,True,False
Itaipe,2017,0.6901639344262295,13.0,26.0,208.31,155.69750000000002,13.0,11.04,10.71,32.67,33.8,16.0,10.0,9.0,26.0,10.59,244.94,204.56,11.0,22.0,37.29,False,False,True,False
Itaipe,2018,0.9602739726027396,11.0,28.0,155.81,139.60083333333333,12.04,11.99,10.13,33.3,29.95,20.0,11.0,0.0,30.0,10.31,247.31,138.19,15.0,17.0,35.57,False,False,True,False
Itaipe,2019,0.9610983981693364,18.0,14.0,174.0,109.61,15.71,12.34,11.07,32.57,34.42,17.0,7.0,14.0,16.0,12.23,250.19,275.44,27.0,22.0,36.13,False,False,True,False
Itaipe,2020,0.9594594594594594,13.0,24.0,59.19,110.44833333333334,9.85,10.94,8.6,37.99,35.1,27.0,19.0,22.0,22.0,9.87,232.5,169.12,26.0,5.0,36.3,False,False,True,False
Itaipe,2021,0.7792792792792793,22.0,30.0,278.44,114.73333333333332,9.35,10.32,9.79,32.22,36.51,16.0,12.0,16.0,20.0,7.96,131.81,29.0,10.0,23.0,38.8,False,False,True,False
Itamarandiba,2012,0.96,11.0,9.0,104.06,255.14083333333332,12.28,9.12,6.02,30.41,34.71,6.0,1.0,6.0,20.0,7.52,140.38,119.12,7.0,4.0,32.41,False,False,True,False
Itamarandiba,2013,1.2,29.0,19.0,171.06,172.1825,11.18,9.72,7.52,34.71,35.01,14.0,3.0,9.0,13.0,7.82,259.62,150.38,5.0,10.0,35.41,False,False,True,False
Itamarandiba,2014,0.9,22.0,15.0,207.0,137.595,7.48,10.82,7.32,32.16,35.71,5.0,7.0,5.0,21.0,6.72,206.06,134.5,6.0,2.0,32.81,False,False,True,False
Itamarandiba,2015,1.2,5.0,10.0,229.06,168.48333333333332,9.98,8.83,9.23,31.91,34.91,13.0,6.0,10.0,28.0,5.72,174.94,220.31,10.0,9.0,35.41,False,False,True,False
Itamarandiba,2016,1.2,9.0,13.0,153.81,129.3216666666667,11.27,9.82,9.62,37.61,37.21,19.0,22.0,23.0,29.0,8.32,184.31,180.38,20.0,12.0,37.51,False,False,True,False
Itamarandiba,2017,1.638528138528139,13.0,25.0,213.56,155.69750000000002,10.58,6.32,7.32,32.51,34.02,16.0,6.0,12.0,27.0,8.32,216.62,150.12,1.0,6.0,35.71,False,False,True,False
Itamarandiba,2018,1.8,16.0,29.0,179.06,139.60083333333333,9.38,10.32,8.02,33.01,29.51,17.0,7.0,0.0,30.0,7.92,233.56,191.0,7.0,10.0,35.45,False,False,True,False
Itamarandiba,2019,1.214953271028037,22.0,16.0,172.44,109.61,12.78,9.72,8.42,31.51,33.61,14.0,2.0,10.0,30.0,8.92,285.84,283.88,18.0,18.0,34.12,False,False,True,False
Itamarandiba,2020,1.719626168224299,13.0,21.0,51.31,110.44833333333334,7.38,8.82,5.42,37.01,34.41,19.0,16.0,15.0,18.0,5.42,211.19,137.25,11.0,3.0,35.01,False,False,True,False
Itamarandiba,2021,1.632,22.0,20.0,135.88,114.73333333333332,7.87,8.12,7.92,32.11,35.71,15.0,8.0,10.0,28.0,6.02,248.38,32.12,2.0,8.0,37.71,False,False,True,False
Itambacuri,2012,1.2,11.0,14.0,85.81,255.14083333333332,15.48,11.28,11.21,31.19,34.83,13.0,5.0,4.0,20.0,11.46,146.88,109.69,25.0,25.0,33.04,False,False,True,False
Itambacuri,2013,1.2,27.0,19.0,158.06,172.1825,15.17,14.32,11.45,34.31,34.99,13.0,8.0,7.0,12.0,12.0,221.5,163.69,24.0,25.0,38.55,False,False,True,False
Itambacuri,2014,0.9,22.0,15.0,209.5,137.595,12.04,13.95,12.5,33.83,36.11,11.0,9.0,6.0,12.0,11.09,216.31,89.56,23.0,19.0,34.04,False,False,True,False
Itambacuri,2015,1.2,6.0,9.0,167.5,168.48333333333332,14.63,13.45,12.82,32.79,36.08,14.0,13.0,11.0,28.0,11.63,153.94,211.56,22.0,27.0,37.32,False,False,True,False
Itambacuri,2016,1.075,8.0,7.0,148.88,129.3216666666667,14.13,12.64,14.68,37.94,36.45,25.0,28.0,24.0,29.0,12.27,228.69,157.25,29.0,29.0,36.73,False,False,True,False
Itambacuri,2017,0.84,12.0,25.0,201.31,155.69750000000002,13.79,12.13,11.82,33.45,33.95,17.0,14.0,9.0,24.0,11.54,207.81,163.56,13.0,24.0,37.83,False,False,True,False
Itambacuri,2018,1.2,16.0,29.0,151.38,139.60083333333333,12.91,13.52,10.23,33.3,30.14,23.0,12.0,1.0,18.0,11.03,256.56,237.25,18.0,18.0,36.15,False,False,True,False
Itambacuri,2019,0.9,19.0,14.0,143.38,109.61,16.25,13.32,12.7,33.48,34.9,17.0,10.0,15.0,30.0,13.59,258.38,197.5,25.0,21.0,36.35,False,False,True,False
Itambacuri,2020,1.091304347826087,7.0,21.0,62.19,110.44833333333334,10.51,12.47,9.79,37.72,34.84,26.0,17.0,18.0,26.0,10.36,197.0,107.81,23.0,6.0,36.25,False,False,True,False
Itambacuri,2021,0.8987341772151899,22.0,20.0,116.38,114.73333333333332,11.04,11.12,11.9,32.38,36.51,16.0,13.0,10.0,30.0,9.39,116.25,38.06,11.0,20.0,37.88,False,False,True,False
Jequitinhonha,2012,0.9,12.0,11.0,117.88,255.14083333333332,17.22,11.81,10.17,34.5,36.17,18.0,10.0,19.0,20.0,12.12,151.19,117.31,28.0,29.0,34.92,False,False,True,False
Jequitinhonha,2013,0.9,29.0,15.0,150.81,172.1825,15.24,15.29,12.22,37.94,36.08,26.0,11.0,17.0,15.0,12.54,255.5,243.19,28.0,30.0,38.1,False,False,True,False
Jequitinhonha,2014,0.9,22.0,19.0,157.56,137.595,13.13,13.8,13.76,35.86,36.79,20.0,24.0,16.0,22.0,11.82,183.44,191.44,28.0,31.0,37.27,False,False,True,False
Jequitinhonha,2015,0.9,8.0,9.0,209.81,168.48333333333332,15.92,13.14,13.7,35.03,37.31,20.0,22.0,22.0,28.0,11.14,204.5,221.88,25.0,31.0,36.79,False,False,True,False
Jequitinhonha,2016,1.1,15.0,13.0,177.0,129.3216666666667,14.15,15.08,15.13,37.89,36.28,30.0,30.0,29.0,30.0,14.12,98.38,86.75,29.0,31.0,37.5,False,False,True,False
Jequitinhonha,2017,1.4375,18.0,14.0,128.5,155.69750000000002,15.74,11.84,13.47,33.58,35.59,23.0,22.0,24.0,25.0,11.67,207.0,179.62,21.0,28.0,37.87,False,False,True,False
Jequitinhonha,2018,2.4,16.0,25.0,156.62,139.60083333333333,13.7,13.63,13.7,35.72,32.78,30.0,23.0,10.0,30.0,11.46,152.94,186.75,25.0,31.0,37.45,False,False,True,False
Jequitinhonha,2019,2.0375,16.0,13.0,181.38,109.61,18.3,12.65,12.04,34.38,36.01,25.0,23.0,26.0,17.0,14.08,217.88,267.88,28.0,26.0,37.89,False,False,True,False
Jequitinhonha,2020,2.4,13.0,24.0,124.75,110.44833333333334,11.9,13.37,11.33,38.83,34.76,29.0,27.0,23.0,30.0,13.44,218.25,127.0,29.0,21.0,37.27,False,False,True,False
Jequitinhonha,2021,1.8,20.0,30.0,113.69,114.73333333333332,11.52,11.75,11.48,33.98,37.38,23.0,15.0,26.0,30.0,10.31,99.44,63.19,24.0,31.0,40.52,False,False,True,False
Joao_Pinheiro,2012,2.819455252918288,11.0,13.0,142.12,255.14083333333332,13.78,12.4,12.61,32.23,34.64,10.0,6.0,20.0,20.0,13.17,136.75,100.44,14.0,19.0,33.81,False,False,True,False
Joao_Pinheiro,2013,3.0,28.0,15.0,220.25,172.1825,14.85,14.13,12.53,32.1,36.13,28.0,9.0,20.0,13.0,13.15,249.69,152.06,21.0,14.0,37.53,False,False,True,False
Joao_Pinheiro,2014,2.7,22.0,21.0,228.56,137.595,14.72,15.64,12.98,33.94,36.31,16.0,15.0,13.0,12.0,13.2,236.25,146.44,23.0,14.0,35.59,False,False,True,False
Joao_Pinheiro,2015,2.4,9.0,10.0,223.5,168.48333333333332,15.18,14.07,13.12,32.42,34.72,19.0,11.0,22.0,28.0,12.73,215.31,233.31,8.0,2.0,38.9,False,False,True,False
Joao_Pinheiro,2016,3.6,10.0,7.0,193.75,129.3216666666667,14.98,11.13,13.76,36.22,36.9,28.0,19.0,26.0,30.0,13.29,260.75,121.56,23.0,14.0,37.19,False,False,True,False
Joao_Pinheiro,2017,1.911392405063291,12.0,25.0,244.25,155.69750000000002,15.55,12.4,13.69,32.16,35.0,24.0,7.0,26.0,26.0,12.56,230.75,159.81,5.0,16.0,35.45,False,False,True,False
Joao_Pinheiro,2018,2.4,16.0,29.0,159.19,139.60083333333333,9.11,11.99,9.19,31.45,32.07,23.0,6.0,11.0,17.0,13.09,280.25,141.38,8.0,12.0,35.96,False,False,True,False
Joao_Pinheiro,2019,2.4,19.0,14.0,184.69,109.61,15.42,13.07,12.58,32.41,34.94,21.0,5.0,18.0,16.0,13.88,211.5,289.0,16.0,10.0,34.52,False,False,True,False
Joao_Pinheiro,2020,3.0,13.0,21.0,45.5,110.44833333333334,12.33,12.26,9.96,35.68,35.48,29.0,21.0,24.0,22.0,12.18,179.12,157.81,7.0,3.0,35.27,False,False,True,False
Joao_Pinheiro,2021,2.4,22.0,30.0,163.88,114.73333333333332,13.51,13.25,12.46,32.06,36.45,21.0,10.0,23.0,28.0,10.56,180.12,29.88,5.0,14.0,38.05,False,False,True,False
Jose_Goncalves_de_Minas,2012,0.8428571428571429,12.0,17.0,95.0,255.14083333333332,14.19,10.61,8.51,32.05,36.63,17.0,8.0,18.0,20.0,9.87,130.38,82.62,27.0,28.0,34.96,False,False,True,False
Jose_Goncalves_de_Minas,2013,0.6,29.0,15.0,173.19,172.1825,14.62,12.04,9.29,34.9,35.22,15.0,5.0,13.0,15.0,10.15,173.94,235.94,6.0,17.0,35.22,False,False,True,False
Jose_Goncalves_de_Minas,2014,0.6,22.0,26.0,135.12,137.595,13.09,15.55,12.57,33.11,36.58,11.0,12.0,5.0,27.0,12.35,195.75,167.75,7.0,4.0,34.67,False,False,True,False
Jose_Goncalves_de_Minas,2015,0.9,16.0,12.0,149.75,168.48333333333332,14.46,13.35,13.77,32.27,35.71,13.0,7.0,11.0,27.0,11.19,174.19,286.94,7.0,10.0,37.44,False,False,True,False
Jose_Goncalves_de_Minas,2016,1.2,10.0,13.0,154.62,129.3216666666667,14.29,12.77,14.81,39.23,36.73,24.0,26.0,26.0,30.0,11.42,190.12,111.25,23.0,23.0,37.91,False,False,True,False
Jose_Goncalves_de_Minas,2017,0.6,19.0,14.0,94.62,155.69750000000002,15.17,11.85,10.59,32.58,35.83,18.0,11.0,11.0,26.0,11.68,179.44,139.94,4.0,16.0,35.63,False,False,True,False
Jose_Goncalves_de_Minas,2018,1.2,11.0,28.0,132.19,139.60083333333333,13.59,11.71,11.53,34.35,31.18,19.0,10.0,2.0,30.0,11.53,208.62,186.69,3.0,7.0,36.23,False,False,True,False
Jose_Goncalves_de_Minas,2019,0.9588235294117649,17.0,13.0,117.38,109.61,16.04,14.32,10.64,33.22,34.59,19.0,14.0,15.0,16.0,13.78,207.66,243.75,27.0,23.0,35.17,False,False,True,False
Jose_Goncalves_de_Minas,2020,1.5,13.0,24.0,85.81,110.44833333333334,10.65,11.33,8.82,39.1,36.39,28.0,24.0,23.0,30.0,10.18,284.12,142.31,27.0,10.0,37.13,False,False,True,False
Jose_Goncalves_de_Minas,2021,1.502673796791444,19.0,20.0,131.38,114.73333333333332,10.03,11.45,9.69,33.62,37.97,21.0,13.0,24.0,22.0,8.4,123.44,30.38,12.0,26.0,40.88,False,False,True,False
Juiz_de_Fora,2012,0.7333333333333333,9.0,13.0,85.25,255.14083333333332,9.38,7.24,9.0,30.15,30.11,4.0,1.0,2.0,18.0,5.84,94.62,62.94,4.0,2.0,32.56,False,False,True,False
Juiz_de_Fora,2013,0.7333333333333333,16.0,18.0,137.69,172.1825,8.57,10.9,7.41,30.55,33.21,6.0,1.0,3.0,9.0,8.97,91.88,147.88,4.0,1.0,34.01,False,False,True,False
Juiz_de_Fora,2014,0.7333333333333333,14.0,6.0,102.44,137.595,8.41,12.84,8.19,33.23,31.18,2.0,2.0,1.0,12.0,8.8,113.81,94.69,8.0,1.0,30.3,False,False,True,False
Juiz_de_Fora,2015,5.5,9.0,6.0,129.44,168.48333333333332,12.35,10.45,8.2,30.93,32.27,8.0,2.0,1.0,18.0,6.45,156.0,192.06,2.0,0.0,34.75,False,False,True,False
Juiz_de_Fora,2016,0.7333333333333333,6.0,13.0,188.62,129.3216666666667,9.66,9.4,10.87,31.93,34.25,6.0,5.0,7.0,15.0,11.23,287.31,109.62,10.0,0.0,34.92,False,False,True,False
Juiz_de_Fora,2017,1.0,7.0,13.0,125.19,155.69750000000002,10.44,6.42,7.36,28.85,31.33,5.0,0.0,2.0,23.0,8.21,87.25,23.0,1.0,1.0,32.73,False,False,True,False
Juiz_de_Fora,2018,1.0,12.0,28.0,102.12,139.60083333333333,8.12,10.1,8.07,29.32,29.38,6.0,0.0,0.0,10.0,8.46,158.56,91.31,1.0,1.0,32.46,False,False,True,False
Juiz_de_Fora,2019,0.9,24.0,10.0,92.69,109.61,12.25,11.14,8.67,29.01,29.08,2.0,0.0,0.0,17.0,8.19,139.0,104.5,10.0,2.0,30.74,False,False,True,False
Juiz_de_Fora,2020,1.222222222222222,11.0,14.0,45.88,110.44833333333334,9.59,9.59,6.74,33.48,33.57,2.0,2.0,7.0,23.0,8.39,147.94,104.06,1.0,0.0,30.39,False,False,True,False
Juiz_de_Fora,2021,1.142857142857143,30.0,18.0,98.31,114.73333333333332,10.61,11.26,11.73,29.69,34.56,6.0,0.0,10.0,19.0,8.74,37.56,34.12,2.0,1.0,34.45,False,False,True,False
Ladainha,2012,0.9,12.0,13.0,141.69,255.14083333333332,15.27,11.33,10.62,31.39,35.0,13.0,5.0,6.0,20.0,11.09,149.31,82.81,25.0,25.0,33.1,False,False,True,False
Ladainha,2013,1.110112359550562,29.0,15.0,200.94,172.1825,15.0,14.44,11.16,34.24,35.32,14.0,9.0,12.0,13.0,11.64,213.31,134.88,26.0,25.0,38.44,False,False,True,False
Ladainha,2014,1.150561797752809,14.0,11.0,224.25,137.595,11.89,13.83,12.33,33.88,36.36,12.0,10.0,8.0,12.0,10.98,211.44,149.69,24.0,20.0,34.31,False,False,True,False
Ladainha,2015,1.020224719101124,11.0,10.0,194.31,168.48333333333332,14.55,13.41,12.83,32.84,36.3,17.0,12.0,11.0,28.0,11.51,226.69,234.12,22.0,26.0,37.34,False,False,True,False
Ladainha,2016,0.9,10.0,13.0,194.19,129.3216666666667,14.06,12.67,14.56,38.06,36.67,25.0,28.0,26.0,29.0,12.19,216.69,125.12,29.0,29.0,36.9,False,False,True,False
Ladainha,2017,0.556910569105691,13.0,26.0,267.62,155.69750000000002,13.81,11.97,11.8,33.57,34.28,19.0,14.0,12.0,26.0,11.57,237.19,195.56,16.0,22.0,38.03,False,False,True,False
Ladainha,2018,1.08,16.0,28.0,172.19,139.60083333333333,12.85,13.35,10.42,33.56,30.43,24.0,14.0,1.0,17.0,11.22,311.69,137.69,19.0,19.0,36.3,False,False,True,False
Ladainha,2019,1.118556701030928,18.0,14.0,179.69,109.61,16.3,13.26,12.49,33.53,35.16,19.0,11.0,15.0,16.0,13.48,227.38,277.12,26.0,21.0,36.58,False,False,True,False
Ladainha,2020,1.242268041237113,7.0,21.0,51.12,110.44833333333334,10.46,12.23,9.55,38.13,35.48,27.0,19.0,21.0,22.0,10.26,188.12,166.81,24.0,6.0,36.62,False,False,True,False
Ladainha,2021,0.72,22.0,30.0,161.12,114.73333333333332,10.43,11.3,11.43,32.52,36.91,16.0,14.0,17.0,20.0,9.16,171.44,31.81,14.0,24.0,38.48,False,False,True,False
Malacacheta,2012,1.5,11.0,9.0,104.06,255.14083333333332,13.57,10.76,9.67,30.27,34.53,10.0,2.0,5.0,20.0,9.85,140.38,119.12,14.0,25.0,32.45,False,False,True,False
Malacacheta,2013,1.5,29.0,19.0,171.06,172.1825,13.64,12.55,9.9,34.29,35.02,14.0,5.0,8.0,13.0,9.78,259.62,150.38,18.0,17.0,37.09,False,False,True,False
Malacacheta,2014,1.32,22.0,15.0,207.0,137.595,10.38,12.85,10.86,32.86,36.16,11.0,9.0,7.0,21.0,10.04,206.06,134.5,16.0,5.0,33.51,False,False,True,False
Malacacheta,2015,1.5,5.0,10.0,229.06,168.48333333333332,13.38,12.28,11.6,32.24,35.8,13.0,9.0,10.0,28.0,9.72,174.94,220.31,19.0,20.0,36.31,False,False,True,False
Malacacheta,2016,1.32,9.0,13.0,153.81,129.3216666666667,13.53,12.02,12.91,37.55,36.74,24.0,26.0,26.0,29.0,11.1,184.31,180.38,29.0,24.0,36.88,False,False,True,False
Malacacheta,2017,1.37037037037037,13.0,25.0,213.56,155.69750000000002,12.55,10.24,10.87,32.62,34.02,17.0,9.0,11.0,27.0,11.17,216.62,150.12,4.0,16.0,37.01,False,False,True,False
Malacacheta,2018,1.8,16.0,29.0,179.06,139.60083333333333,12.04,12.41,10.15,31.93,30.24,17.0,10.0,1.0,30.0,9.68,233.56,191.0,11.0,16.0,35.85,False,False,True,False
Malacacheta,2019,1.5,22.0,16.0,172.44,109.61,15.03,11.91,11.5,32.49,34.21,17.0,4.0,13.0,30.0,12.82,285.84,283.88,25.0,21.0,35.53,False,False,True,False
Malacacheta,2020,1.8,13.0,21.0,51.31,110.44833333333334,9.23,10.78,8.46,37.41,34.53,23.0,16.0,15.0,18.0,8.44,211.19,137.25,17.0,3.0,35.28,False,False,True,False
Malacacheta,2021,1.8,22.0,20.0,135.88,114.73333333333332,9.79,10.99,10.92,32.13,36.01,16.0,12.0,9.0,28.0,8.02,248.38,32.12,6.0,15.0,38.44,False,False,True,False
Mantena,2012,0.42,10.0,13.0,66.69,255.14083333333332,15.25,11.71,12.21,32.52,34.42,10.0,9.0,12.0,20.0,12.91,118.81,62.0,23.0,28.0,32.32,False,True,False,False
Mantena,2013,0.72,18.0,19.0,158.0,172.1825,15.05,14.61,12.41,35.12,32.98,18.0,11.0,9.0,13.0,13.61,146.12,173.56,26.0,26.0,39.12,False,True,False,False
Mantena,2014,0.6,20.0,12.0,158.88,137.595,13.25,15.11,12.71,32.88,36.22,10.0,11.0,11.0,14.0,11.81,270.19,84.56,24.0,23.0,34.82,False,True,False,False
Mantena,2015,1.008,10.0,9.0,95.56,168.48333333333332,15.05,13.9,13.21,33.17,35.48,14.0,14.0,11.0,28.0,10.7,145.06,168.06,23.0,31.0,36.07,False,True,False,False
Mantena,2016,0.6,11.0,13.0,101.88,129.3216666666667,15.24,12.56,15.26,37.97,35.97,23.0,25.0,24.0,29.0,13.81,148.0,92.38,29.0,31.0,37.07,False,True,False,False
Mantena,2017,0.6382978723404256,15.0,12.0,131.19,155.69750000000002,14.84,11.56,13.06,34.26,33.28,18.0,14.0,16.0,27.0,12.56,92.25,108.94,20.0,25.0,37.57,False,True,False,False
Mantena,2018,0.9,12.0,28.0,122.62,139.60083333333333,13.44,15.15,12.66,32.87,30.77,23.0,11.0,4.0,18.0,11.96,179.44,275.81,21.0,27.0,35.67,False,True,False,False
Mantena,2019,0.279,16.0,14.0,147.0,109.61,17.54,14.35,13.06,34.27,34.97,15.0,15.0,15.0,30.0,13.46,178.38,136.38,27.0,28.0,36.05,False,True,False,False
Mantena,2020,0.7,7.0,24.0,52.81,110.44833333333334,10.95,14.25,10.46,37.27,34.06,24.0,16.0,16.0,26.0,10.77,402.0,87.25,26.0,13.0,37.55,False,True,False,False
Mantena,2021,0.729,21.0,30.0,70.75,114.73333333333332,13.25,11.76,12.44,33.87,37.46,17.0,13.0,26.0,30.0,10.55,72.12,32.19,19.0,27.0,38.46,False,True,False,False
Minas_Novas,2012,0.9596491228070176,12.0,15.0,175.25,255.14083333333332,14.16,10.64,8.77,31.08,36.02,14.0,5.0,14.0,20.0,9.73,140.38,63.44,21.0,27.0,33.71,False,False,True,False
Minas_Novas,2013,0.9596491228070176,29.0,15.0,178.19,172.1825,13.79,12.05,9.37,36.12,36.49,24.0,7.0,16.0,13.0,9.75,201.44,164.25,22.0,21.0,36.81,False,False,True,False
